regime,n,rate,metric,mean_log2_rank,median_log2_rank,p95_log2_rank,mean_normalized_rank,median_oracle_overhead_bits,p95_oracle_overhead_bits,mean_effective_log2_queries,mean_bler_proxy
BURSTY_RARE,256,0.875,FIT_512,27.00788482993671,27.462573907215578,55.854199092278705,0.10549955011694027,0.0037866033309850167,4.890845505181591,22.72602572111102,0.3831166085411732
BURSTY_RARE,256,0.875,FIT_64,30.21387742846838,29.829715194117853,65.42072106019484,0.1180229587049546,0.1478513702500024,24.570423997541376,23.332064584618415,0.46766106389115764
BURSTY_RARE,256,0.875,KT0_MEMORYLESS,73.48223166773076,72.09582305067622,152.67514815887083,0.2870399674520733,42.56486705988088,104.53873010793885,28.638449562968948,0.8262722806648857
BURSTY_RARE,256,0.875,KT1_UNIVERSAL,29.1671559383641,31.01833435861313,53.372615407429755,0.11393420288423477,3.2082671764677624,4.598109091815283,24.070400648070624,0.4741756346778104
BURSTY_RARE,256,0.875,ORACLE_MARKOV,26.24917351940154,28.203404614778115,49.643609090656554,0.10253583406016227,0.0,0.0,22.59735204102292,0.3670911256309253
MODERATE_MEMORY,32,0.75,EMPIRICAL_ML1,13.761753471835238,13.320236445241639,22.83462963539582,0.4300547959948512,3.037030730944961,4.179547006432517,7.782879271263672,0.8900202981961234
MODERATE_MEMORY,32,0.75,FIT_16,11.955048220915721,11.47859106082981,20.934576872905247,0.3735952569036163,0.28306657634508614,5.856981164855103,7.240061491215019,0.7873266699918342
MODERATE_MEMORY,32,0.75,FIT_512,10.8659242662151,10.169085815680377,18.873656152913615,0.33956013331922186,0.0,0.5032755155495771,7.083263648271272,0.7150285421526237
MODERATE_MEMORY,32,0.75,FIT_64,10.985637609945357,10.621376849414801,19.680447030293337,0.3433011753107924,0.0,1.9387312477034615,7.0980134980086635,0.7225730805668426
MODERATE_MEMORY,32,0.75,KT0_MEMORYLESS,15.614837800836998,16.339049675180156,26.426603198732774,0.4879636812761562,4.479694095078554,11.350181468305417,7.493049264919809,0.8634618162470353
MODERATE_MEMORY,32,0.75,KT1_UNIVERSAL,13.10845327772098,13.21340804085833,22.157514528916508,0.4096391649287806,2.3339007365534314,3.786340329522913,7.530280068291768,0.8314603256096003
MODERATE_MEMORY,32,0.75,ORACLE_MARKOV,10.809901293869732,9.938109326219227,19.1718159280154,0.3378094154334291,0.0,0.0,7.070215685818425,0.7117058139337104
MODERATE_MEMORY,32,0.875,EMPIRICAL_ML1,13.761753471835238,13.320236445241639,22.83462963539582,0.4300547959948512,3.037030730944961,4.179547006432517,3.946936093777043,0.9725642302226568
MODERATE_MEMORY,32,0.875,FIT_16,11.955048220915721,11.47859106082981,20.934576872905247,0.3735952569036163,0.28306657634508614,5.856981164855103,3.85,0.9474239358836691
MODERATE_MEMORY,32,0.875,FIT_512,10.8659242662151,10.169085815680377,18.873656152913615,0.33956013331922186,0.0,0.5032755155495771,3.829024101186092,0.9385266110180865
MODERATE_MEMORY,32,0.875,FIT_64,10.985637609945357,10.621376849414801,19.680447030293337,0.3433011753107924,0.0,1.9387312477034615,3.829024101186092,0.9379707257571063
MODERATE_MEMORY,32,0.875,KT0_MEMORYLESS,15.614837800836998,16.339049675180156,26.426603198732774,0.4879636812761562,4.479694095078554,11.350181468305417,3.8875,0.9626212663694309
MODERATE_MEMORY,32,0.875,KT1_UNIVERSAL,13.10845327772098,13.21340804085833,22.157514528916508,0.4096391649287806,2.3339007365534314,3.786340329522913,3.8875,0.9643602883460417
MODERATE_MEMORY,32,0.875,ORACLE_MARKOV,10.809901293869732,9.938109326219227,19.1718159280154,0.3378094154334291,0.0,0.0,3.829024101186092,0.9370415331221851
MODERATE_MEMORY,64,0.75,EMPIRICAL_ML1,29.245984188271166,30.790319948591893,46.43869120611813,0.45696850294173696,3.5441957342715407,4.823283208219196,15.353727533330092,0.8952639216386927
MODERATE_MEMORY,64,0.75,FIT_16,28.24388997005824,28.798195765857812,45.18827872855534,0.44131078078216,0.3999906331270626,9.593342811317262,15.177290743162242,0.8658853502379611
MODERATE_MEMORY,64,0.75,FIT_512,26.367065881089616,27.86692988551369,41.746562082741626,0.41198540439202525,0.0,1.3503595456344417,15.052253977054173,0.8569460860469593
MODERATE_MEMORY,64,0.75,FIT_64,26.74661862222984,28.17508627592349,42.300911714329835,0.41791591597234123,0.0546915038313891,4.297427332780401,15.037027094857674,0.8541584513507349
MODERATE_MEMORY,64,0.75,KT0_MEMORYLESS,35.750238501926844,35.927302340404225,53.40543714797899,0.558597476592607,9.272661088700389,20.181234119407673,15.56394132810846,0.9189764120432276
MODERATE_MEMORY,64,0.75,KT1_UNIVERSAL,28.855726312369814,30.617187620338377,46.34474285749262,0.45087072363077835,3.117520683592023,4.421872858358416,15.284345379689887,0.8873376484356774
MODERATE_MEMORY,64,0.75,ORACLE_MARKOV,26.21442815263062,28.029975955069375,41.11800700201654,0.40960043988485345,0.0,0.0,15.031440553546986,0.8511852216134571
MODERATE_MEMORY,64,0.875,EMPIRICAL_ML1,29.245984188271166,30.790319948591893,46.43869120611813,0.45696850294173696,3.5441957342715407,4.823283208219196,7.9323120312590145,0.9816168436591843
MODERATE_MEMORY,64,0.875,FIT_16,28.24388997005824,28.798195765857812,45.18827872855534,0.44131078078216,0.3999906331270626,9.593342811317262,7.875,0.9694242641247721
