family,rate,p,n,trials,agreement_fraction,completion_fraction,predicted_typical_favorable,predicted_mean_favorable,median_fiber_over_best_wall,p95_fiber_over_best_wall,maximum_fiber_over_best_wall,median_fiber_over_best_work,median_fiber_wall,median_best_baseline_wall,median_histories,p95_histories,median_membership_queries,median_peak_seen
named_crc_linear,0.875,0.04,24,8,1.0,1.0,False,False,0.3997830797013838,0.5101551298601454,0.526964585956526,0.652960675193571,0.0003065770142711699,0.0008409960428252816,44.0,45.3,23.0,23.0
named_crc_linear,0.875,0.04,32,6,1.0,1.0,False,False,0.25855700820804206,0.3674312771032131,0.3739111675443403,0.4219817071055697,0.0004777249414473772,0.0024489409988746047,64.0,389.5,33.0,33.0
named_crc_linear,0.875,0.04,40,3,1.0,1.0,False,False,0.5481868047512631,0.8869653310379431,0.9246073895142409,0.7952961208960783,0.0006835450185462832,0.006188113009557128,80.0,2537.0,41.0,41.0
random_linear,0.75,0.005,24,8,1.0,1.0,True,True,0.4747830903810262,1.067052189126139,1.3365220472726351,0.8411735911020233,0.0002572669181972742,0.0005139934946782887,43.0,615.3999999999995,22.5,22.5
random_linear,0.75,0.005,32,6,1.0,1.0,True,True,0.2631991268908744,0.619788304674171,0.653128874406707,0.4568596488813417,0.00042200449388474226,0.001839087053667754,62.0,63.5,32.0,32.0
random_linear,0.75,0.005,40,3,1.0,1.0,True,True,0.1971484454024259,0.8829610859399251,0.9591624904440917,0.36517440263663825,0.0007521900115534663,0.00357586401514709,78.0,79.8,40.0,40.0
random_linear,0.75,0.01,24,8,1.0,1.0,True,False,0.4306802597295575,1.1275908733712559,1.3860515853643123,0.7701695909519464,0.00027685449458658695,0.0006680360529571772,43.0,675.8999999999994,22.5,22.5
random_linear,0.75,0.01,32,6,1.0,1.0,True,False,0.18698807749326316,1.8108437294993327,1.846893903311285,0.3317170144097336,0.00046456896234303713,0.004456875496543944,64.0,1707.0,33.0,33.0
random_linear,0.75,0.01,40,3,1.0,1.0,True,False,0.11713970039895531,0.4344928366923792,0.46975429628053744,0.21866190900981264,0.0006083300104364753,0.005193201010115445,78.0,79.8,40.0,40.0
random_linear,0.75,0.02,24,8,1.0,1.0,True,False,0.5357258601655704,1.5225382378298613,1.6147341303223879,0.9230595829311488,0.0002987340558320284,0.0014885999844409525,47.0,1089.9,24.5,24.5
random_linear,0.75,0.02,32,6,1.0,1.0,True,False,0.451962741824245,2.398348320898772,2.441141584661814,0.5620436775936448,0.00045278650941327214,0.0021930404473096132,62.0,1970.5,32.0,32.0
random_linear,0.75,0.02,40,3,1.0,1.0,True,False,0.2833281141339601,0.512374274655829,0.5378238480471478,0.49565993347935433,0.0006136720767244697,0.002245019073598087,76.0,77.8,39.0,39.0
random_linear,0.75,0.04,24,8,1.0,1.0,True,False,0.24055334239881287,1.369493937123213,1.3894871050018616,0.4522032400403978,0.00028008047956973314,0.0021900975261814892,48.0,1089.9,25.0,25.0
random_linear,0.75,0.04,32,6,1.0,1.0,True,False,1.206447623203994,4.884534478721593,5.894360390608207,1.2054086434983766,0.006413580500520766,0.005023647972848266,1180.0,6899.5,574.0,574.0
random_linear,0.75,0.04,40,3,1.0,1.0,True,False,1.5878035101318764,12.493432308158043,13.705168841272062,1.2712100898866687,0.024095923989079893,0.020693756989203393,3200.0,45881.6,1536.0,1536.0
random_linear,0.875,0.005,24,8,1.0,1.0,True,False,0.3557699833435716,0.8477928376139845,0.8854401222998372,0.6612710475352814,0.00030408805469051003,0.0008525599841959774,44.0,46.0,23.0,23.0
random_linear,0.875,0.005,32,6,1.0,1.0,True,False,0.19657329424233577,0.47564957113047857,0.529728698504984,0.2996645184689997,0.0004682375001721084,0.002680190955288708,62.0,63.5,32.0,32.0
random_linear,0.875,0.005,40,3,1.0,1.0,True,False,0.1362542219683022,0.2360770524506924,0.24716847805984687,0.18352301287586836,0.0006716649513691664,0.005070470971986651,78.0,78.0,40.0,40.0
random_linear,0.875,0.01,24,8,1.0,1.0,True,False,0.37382149430140993,0.8232712750330471,0.89330606984792,0.7018513915393672,0.0002983749727718532,0.0008047184674069285,44.0,46.0,23.0,23.0
random_linear,0.875,0.01,32,6,1.0,1.0,True,False,0.23160830829629137,0.5210177145748163,0.5373826481156367,0.38262495691239473,0.00044701696606352925,0.0019501539645716548,60.0,63.5,31.0,31.0
random_linear,0.875,0.01,40,3,1.0,1.0,True,False,0.44157078475034606,0.7859254017006732,0.8241870258062651,0.6828316610925308,0.0006953279953449965,0.0017055129865184426,76.0,2536.6,39.0,39.0
random_linear,0.875,0.02,24,8,1.0,1.0,False,False,0.3477790027112329,0.7812418045776202,0.9612873403994617,0.7431724142024045,0.00030457996763288975,0.0008189305081032217,43.0,47.3,22.5,22.5
random_linear,0.875,0.02,32,6,1.0,1.0,False,False,0.34548673708372524,0.46041866486045274,0.4641837495853914,0.529927097808131,0.00043535151053220034,0.0014012399478815496,59.0,63.0,30.5,30.5
random_linear,0.875,0.02,40,3,1.0,1.0,False,False,0.8156114912903246,0.8425740039518177,0.8455698386919837,0.9433772181807883,0.0007061929209157825,0.00176700996235013,74.0,2536.3999999999996,38.0,38.0
random_linear,0.875,0.04,24,8,1.0,1.0,False,False,0.33161266655229804,0.5300899762483156,0.604836957775649,0.6876281352108449,0.0002998530399054289,0.0009435779647901654,44.0,47.3,23.0,23.0
random_linear,0.875,0.04,32,6,1.0,1.0,False,False,0.38820264745092903,0.7919731975600373,0.8279746460488618,0.6906209688874194,0.0009468180360272527,0.0034480144968256354,125.0,1443.5,77.5,77.5
random_linear,0.875,0.04,40,3,1.0,1.0,False,False,0.6381851655766608,0.8128650461451902,0.8322739217639157,0.9819763615030194,0.008432383998297155,0.013213068014010787,1172.0,2856.7999999999997,583.0,583.0
